gene_id,sample4,sample5,sample13,sample14,sample17,sample18
g66992,0,0,1,1,1,0
g66993,1,0,0,0,1,0
g66994,1,1,0,0,3,0
g66995,0,0,1,0,0,0
g66996,1,0,0,0,2,0
g66997,0,0,1,1,3,1
g66998,1,0,0,0,1,0
g66999,0,1,1,0,1,0
g67,586.955,512.42,428,840.444,1974.542,590.002
g670,735.935,531.234,648.195,949.593,3086.337,490.376
g6700,51.247,28.846,49.968,58.613,132.615,40.886
g67000,1,0,0,1,0,0
g67001,2,0,0,2,0,0
g67002,0,0,0,0,2,0
g67003,1,3,0,0,0,0
g67004,1,1,2,0,1,1
g67005,1,0,0,0,1,0
g67006,0,0,0,0,0,0
g67007,0,1,1,0,0,0
g67008,0,0,0,0,1.015,0
g67009,1,2,1,0,0,0
g6701,43,41,45.017,26,197.822,24
g67010,1,0,0,0,2.056,0
g67011,0,0,0,0,8.984,0
g67012,2,0,0,1,2,0
g67013,0,0,0,2,0,0
g67014,0,0,0,1,1,0
g67015,2,0,0,1,0,1
g67016,0,0,0,0,2,1
g67017,2.999,0,0,0,2,0
g67018,1,0,1,2,0,0
g67019,1,0,0,1,2,0
g6702,0,1,0,0,0,0
g67020,0,1,0,0,0,0
g67021,1,0,0,0,2,0
g67022,0,0,0,0,7,0
g67023,1,0,0,0,0,0
g67024,1,1,0,1,3,1
g67025,1,1,0,0,0,0
g67026,0,0,0,0,0,0
g67027,0,1,0,0,0,0.999
g67028,0,0,2,0,1,0
g67029,0,0,1,0,2,0
g6703,2436.761,1680.565,1788.308,2754.29,6255.424,1560.212
g67030,0,0,0,1,0,1
g67031,2,0,0,0,0,0
g67032,0,0,0,0,0.966,1.071
g67033,0,0,1,0,0,2
g67034,1,0,0,6.891,0,0
g67035,0,0,0,1,0,0
g67036,0,0,0,0,1,0
g67037,0,0,0,1,1,0
g67038,0,0,0,0,1,0
g67039,0,0,1,0,0,1
g6704,492.64,368.409,346.191,517.721,1361.626,303.783
g67040,0,0,0,0,2,0
g67041,0,0,0,1,1,1
g67042,0,1,1,0,2,0
g67043,0,0,0,0,0,0
g67044,0,3,0,3,1,0
g67045,0,0,1,0,2,0
g67046,1,0,0,0,0,1
g67047,0,1,0,0,2,0
g67048,0,1,0,2,2,0
g67049,3,0,0,0,0,0
g6705,2867.576,1848.437,2039.092,5205.955,7983.641,1993.495
g67050,0,0,0,0,1,1
g67051,1,0,0,0,1,1
g67052,0,0,0,0,1,1
g67053,0,0,1,0,0,0
g67054,0,0,0,1,3,1
g67055,0,0,0,0,2,0
g67056,0,0,0,0,0,0
g67057,0,0,2,0,1,0
g67058,0,0,0,1,1,0
g67059,0,0,1,0,2,0
g6706,9401.484,8150.242,8116.451,13445.281,29389.226,7230.377
g67060,0,1,1,2,0,0
g67061,0.999,0,0,2,1,0
g67062,0,0,0,0,1,0
g67063,2,1,0,0,0,0
g67064,0,0,1,1,0,0.996
g67065,2,0,0,0,2,0
g67066,2,1.004,1,1.475,0,0
g67067,0,0,1,0,1,0
g67068,0,2,0,1,0,0.993
g67069,0,0,1,1,4,0
g6707,18,3,18,19,54,15
g67070,1,0,0,1,2.999,0
g67071,0,0,0,0,0,0
g67072,2,0,1,1,0,0
g67073,0,0,0,0,0,0
g67074,0,0,0,0,1,0
g67075,0,0,0,2,0,2
g67076,1,0,0,2,0,0
g67077,2,0,0,0,2,0
g67078,0,0,1,0,2,0
g67079,0,0,0,2,0,0
g6708,580,398,417,787.099,1953,444
g67080,1,0,0,0,0,0
g67081,0,0,0,0,1,0
g67082,0,0,0,2,1,1
g67083,0,1,0,1,0,0
g67084,0,0,0,2,1,0
g67085,1,1,0,2,1.314,0
g67086,1,0,2,0,0,1
g67087,0,1,0,1,1,0
g67088,0,0,1,1,0,0
g67089,0,0,1,1,1,1
g6709,43,22,30.61,43,123.91,27.469
g67090,0,0,0,0,0,0
g67091,0,0,0,1,2,1
g67092,0,0,0,0,2,0
g67093,1,0,0,3,1,0
g67094,0,0,0,0,1.001,2.001
g67095,1,0,0,0,1,0
g67096,0,2,1,0,0,0
g67097,0,0,0,0,3.197,0
g67098,0,1,0,1,0,0
g67099,1,1,0,1,0,0
g671,529.292,393.33,476.317,655.35,1683.455,373.39
g6710,7,5,4,8,27,3
g67100,0,0,0,8,0,0
g67101,0,2,1,0,0,0
g67102,3,0,0,1,2,0
g67103,1,1,1,0,0,0
g67104,0,0,0,3,0,0
g67105,0,0,0,0,0,0
g67106,0.967,0,0,0,0,0
g67107,1,0,1,0,3,0
g67108,0,0,0,1,3,0
g67109,1,0,0,0,1,0
g6711,277.541,191.858,228.079,356.268,870.935,214.556
g67110,11.435,15.372,16.596,31.818,72.441,20.95
g67111,2,0,0,0,6.167,0
g67112,0,1.737,0,1.049,2.225,1.513
g67113,5.076,9.651,1.453,6.857,46.946,3.695
g67114,7,4,4,8,15.098,3
g67115,1.75,2,2.979,3.98,4.025,0
g67116,0,0,0,1.976,5.063,0
g67117,0,0,0,0,2.224,1
g67118,3,1,0,0,7,3
g67119,0,1,0,1.286,2.098,0
g6712,94.912,60.596,64.385,86.839,202.886,64.907
g67120,0,1.939,0,0,1.027,0
g67121,0,0,0,0,2.976,0.998
g67122,4,5,1,4,4,3
g67123,0,4,1,4,4,0
g67124,0,0,0,0,1.002,0
g67125,2,0,1,2,1.584,2.997
g67126,0,1,1,0,1,0
g67127,1.011,1,1,0,0,0
g67128,0,1,0,0,0,0
g67129,3,0,0,1,1,0
g6713,37.919,27,36.62,46.506,95.388,24
g67130,0,0,0,2.007,0,0
g67131,0,0,0,0,1.332,0
g67132,1,0,1,0,3,0
g67133,1,2,4,0,5,0
g67134,0,0,0,1,0,0
g67135,0,0,0,0,14.774,1
g67136,1,1,2,0,1,2
g67137,1,0,3,1,3,0
g67138,0,0,0,0,0,0
g67139,0,0,0,0,2.416,0
g6714,42,21,0,0,0,0
g67140,0,0,0,0,7,1
g67141,0,0,0,0,0,0
g67142,0,2,0,1,2,0
g67143,0,0,0,1,0,0
g67144,0,0,0,0,1,0
g67145,0,2,1,3,11,1
g67146,0,1,1,1,1,0
g67147,0,0,1.009,0,0,0
g67148,0,0,0,0,2,1
g67149,1,1,2,3,2,0
g6715,8350.174,11994.455,8968.438,21198.009,28383.525,12211.551
g67150,0,0,1,1,4,0
g67151,1.715,0,0,0,1,0
g67152,2,0,0,0,3.977,0
g67153,1,0,1,0,4,0
g67154,0,0,1,1,0,1
g67155,0,2,0,0,2.726,0
g67156,2.962,0,0,0.998,0,1
g67157,2,0,0,3,2,0
g67158,0,0,0,1.997,4,1
g67159,1,1,0,2,1,0
g6716,243.925,160.658,167.185,196.304,574.323,167.238
g67160,0,0,0,0,1,0
g67161,0,0,0,0,2.979,0
g67162,0,1,1,3,0,0
g67163,2,0,0,0,0,0
g67164,0,0,3,1,1,1
g67165,0,0,0,1,1,2
g67166,1,1,0,0,0,0
g67167,0,1,0,0,0.811,0
g67168,0,0,0,1,0,1
g67169,0,1,0,0,1,0
g6717,27.147,25.012,18.016,53.039,76.297,30
g67170,3,2,0,1,2,1
g67171,0,0,0,0,5,0
g67172,0.993,0,0,1,1,0
g67173,1,0,1,0,0,0
g67174,0,0,2.001,0,1,1
g67175,3,0,0,0,1.071,0
g67176,2,2,0,0,1,0
g67177,0,0,0,0,1,0
g67178,0,0,0,1,1.041,0
g67179,0,0,0,0,2,0
g6718,1032.605,1351.186,954.251,1417.943,3095.619,1017.481
g67180,0,0,2,0,0,0
g67181,1,2,0.998,2,0,0
g67182,0,1,0,0,2,0
g67183,0,0,0,0,1,0
g67184,0,0,0,1,1,1
g67185,0,0,0,0,2,2
g67186,0,0,0,0,1,0
g67187,1,0,0,1,1,0
g67188,0.982,0,0,0,0,1
g67189,0,0,0,0,0,0
g6719,2251.636,2217.813,1869.849,3371.843,6573.012,1418.097
g67190,0,0,0,0,0,0
g67191,1,0,0,1.077,1,0
g67192,1,0,0,0,0,0
g67193,0,0,1,0,1.712,0
g67194,0,0,1,1,2,1
g67195,1,0,0,0,2,0
g67196,0,1,1,0,6,1
g67197,0,2,0,0,0,0
g67198,0,1,0,1,1.966,0
g67199,2,0,1,2,2,0
g672,1247,910.486,877.654,1336.813,4288.454,777
g6720,21.073,8.836,109.513,166.637,64.482,22.096
g67200,2,0,1,1,0,1
g67201,0,1,0,0,2.963,0
g67202,1,0,1.512,0,0,2
g67203,0,1,0,0,2,1
g67204,0,0,0,1,2,0
g67205,0,0,1,1,0,0
g67206,0,1,0,0,1,1
g67207,0,0,2,1.997,0,0
g67208,1,1,2,3,0,0
g67209,0,0,0,0,2,0
g6721,121.556,163.563,75.619,153.398,387.799,41.851
g67210,0,0,0,1,3,0
g67211,0,0,0,1.535,1,0
g67212,0,0,0,0,0,0
g67213,0,0,1,2,1,0
g67214,0,0,0,0,2.835,1.002
g67215,0,0,0,0,3,1
g67216,0,0.983,0,0,2,0.832
g67217,0,0,1,2,0,0
g67218,2,2,0,1,0,1
g67219,1,0,0,0,2,0
g6722,1502.071,1243,1111,2263.042,3291.888,833
g67220,0,0,0,0,0,0
g67221,0,0,0,0,0,1
g67222,0,0,0,0,0,0
g67223,2,0,1,1,2,0
g67224,0,0,0,1,3,1
g67225,0,0,1,0,0,1
g67226,1,2,0,1,1,0
g67227,2,0,2,1,3,0
g67228,2.99,0,0,0,2.038,0
g67229,0,0,0,0,0,0
g6723,13,12,7,13,28,9
g67230,0,0,1,0,0.69,1
g67231,2,0,0,0,0,0
g67232,1,0,0,0,1,0
g67233,1,1,0,2,1.003,0
g67234,0,0,0,0.93,2.715,0
g67235,1,0,0,1,0,1
g67236,0,1.256,0,3,0,0
g67237,0,0,2,1,1,0
g67238,1,0,0,0,0,0
g67239,0,0,0,1,2,0
g6724,875,1000,844.049,1821.079,2178.811,703
g67240,0,1,2,2,0,0
g67241,0,2,0,0,1,1
g67242,1,0,0,0,1,1
g67243,1,0,1,0,0,0
g67244,0,0,0,1,2,0
g67245,0,2.121,0,0,2,1
g67246,0,0,0,0,0,0
g67247,0,1,2,1,0,0
g67248,0,1,1,2,1,1
g67249,0,1,0,1,2,0
g67250,1,1,0,0,0,1
g67251,0,0.999,1,0,3,2.952
g67252,0,2,0,0,0,0
g67253,1,0,0,0,1,0
g67254,0,0,0,1,1.039,1
g67255,0,1,0,2,0,0
g67256,0,0,0,0.992,0,0
g67257,2,0,0,1,2,0
g67258,0,1,0.979,0,0,1
g67259,0,0,0,0,1,0
g6726,11,3,5,16,22,8
g67260,0,0,0,0,1,0
g67261,0,2,0,0,2,0
g67262,0,0,0,0,3.95,1
g67263,0,0,4,0,2,0
g67264,0.999,0,0,0.995,6,0
g67265,0,0,0,1,2.545,0
g67266,0,1,0,0,0,0
g67267,0,0,0,1,0,1.969
g67268,0,0,2,1,1.928,0
g67269,1,0,0,0,1,1
g6727,627.786,846.233,984.422,2395.557,2110.344,731.092
g67270,0,0,0,0,1.445,0.919
g67271,0,0,0,1,0,1.026
g67272,0,0,0,0,2.253,1.002
g67273,1,0,0,0,0,0
g67274,0,0,0,0,0,0
g67275,0,0,0,0,3,0
g67276,1,2,1,1,2,0
g67277,0,0,0,0,2,0
g67278,0,0,0,0,0,1
g67279,0,1,0,0,0,0
g6728,343.485,235.838,248.634,575.957,1293.656,264.699
g67280,1,0,1,0,1,1
g67281,0,0,0,0,1,2
g67282,2,0,0,0,0,0
g67283,0,1,0,0,1,0
g67284,0,0,0,2,1,0
g67285,0,0,0,1,0,0
g67286,0,1,0,0,0,0
g67287,0,2,0,1,1,0
g67288,0,0,0,2,2.103,0
g67289,0,1.824,0,2,0,0
g6729,496.613,347.119,316.175,634.684,1313.62,315.189
g67290,0,1,0,3,1,0
g67291,0,0,2,0,0,0
g67292,0,0,0,0,8.021,1
g67293,0,0,0,0,0,0
g67294,2,0,0,0,1,0
g67295,0,0,0,0,2.962,0
g67296,3,0,0,0,0,0
g67297,0,0,1,0,1,0
g67298,0,0,0,0,3,1
g67299,1,0,0,0,3,0
g673,874.705,576.449,648.374,936.492,2756.128,575.753
g6730,68.842,40.238,55.281,83.575,322.491,28.392
g67300,0,2,0,1,1,0
g67301,0,0,0,0,1,1.964
g67302,1,0,0,6,1,0
g67303,0,0,0,0,0,0
g67304,0,0,0,0,3,0
g67305,0,0,0,0,2,0
g67306,0,0,0,0,0,0
g67307,0,0,0,0,5,0
g67308,0,0,0,0,1,0
g67309,2,0,0,1,0,0
g6731,25,13,16,27,55,17
g67310,1,0,0,1,0,1
g67311,0,0,0,0,5,0
g67312,0,0,0,0,0,0
g67313,0,1,0,2,1,0
g67314,0,0,0,0,2,0
g67315,0,0,2,0,0,2
g67316,0,1,0,0,0,0
g67317,0,0,1,0.999,1,1
g67318,0,0,0,0,1.994,1
g67319,3,0,0,1,2,1
g6732,1171.076,833.545,756.574,1209.213,2537.506,704.125
g67320,0,0,0,0,0,0
g67321,0,0,0,2,3,0
g67322,1,0,0,0,0,0
g67323,1,0,2,0,1,1
g67324,1,1,0,0,0,0
g67325,1,0,0,1,0,0
g67326,1,0,0,1.106,0,0
g67327,1,0.721,0,2.991,0,0
g67328,0,1,0,0,0,0
g67329,0,0,1,0,0,0
g6733,92.149,48,0,0,0,0
g67330,0,2.129,0,0,0,1.324
g67331,1,0,0,1,0,0
g67332,1,1,0,0,0,1
g67333,2,1,0,1,0,0
g67334,0,1,1,0,3,0
g67335,0,0,0,0,0,0
g67336,0,0,0,2,1,0
g67337,1,0,0,1,1,0
g67338,0,0,0,0,0,0
g67339,1,0,1,0,1,2
g6734,40,23,0,0,0,0
g67340,0,0,0,0,1,0
g67341,0,1,1,2,2,0
g67342,0,0,0,0,0,0
g67343,0,0,0,1,0,0.954
g67344,1,0,1,0,3,0
g67345,0,0,0,0,1,0
g67346,0,0,0,0,2,0
g67347,0,1,0,0.997,1,0
g67348,10,0,0,0,0,0
g67349,0,0,0,1,0,2.037
g6735,687.236,605.603,517.833,928.579,2315.794,527.663
g67350,0,0,1,1,1,0
g67351,0,0,0,0,1,1
g67352,0,0,0,0,0,0
g67353,0,0,0,0,0,0
g67354,0,0,0,0,0,0
g67355,1,1,1,0,0,0
g67356,0,0,0,0,0,0
g67357,0,0,0,1.468,0,0
g67358,0,0,0,0,0,0
g67359,0,0,0,0,1,0
g6736,530.056,436,452,697,1755,383
g67360,1,0,0,0,0,0
g67361,0,1,0,0,0,0
g67362,0,0,0,0,0,0
g67363,0,0,0,1,2,2
g67364,0,0,0,0,1,0
g67365,1,1,2,0,1,0
g67366,0,0,0,0,1.003,0
g67367,1,0,0,0,0,0
g67368,1,1,0,0,4,0
g67369,0,0,0,1,0,0
g6737,99.667,51.102,52,120.918,247.369,63.998
g67370,0,0,0,0,0,1
g67371,2,0,1,0,3,0
g67372,2,1,1,0,0,0
g67373,0,0,0,1,1,0
g67374,0,0,1,2,2,0
g67375,2,0,0,0,0,0
g67376,0,0,0,0,0,0
g67377,1.984,0,0,1,0,0.999
g67378,0,0,0,0,0,0
g67379,0,0,0,0,0,0
g6738,13.261,14.002,10.026,15.665,25.316,6.127
g67380,0,0,0,0,0,0
g67381,0,1,0,0,0,0
g67382,1,0,0,0,0,0
g67383,58.236,35.327,41.371,58.034,160.446,38.494
g67385,2,0,0,0,0,0
g67386,2.196,0,2.603,0,0,0
g67387,16.016,9.913,10,5.006,16.645,3.102
g67388,1,0,0,0,1,2
g67389,1.687,0,3,5,5,2
g6739,12.273,6.644,9.018,20.817,21.088,5.001
g67390,6,0,2,3,8,3
g67391,0,0,3,1,17,3
g67392,1,2,2,4,9,2
g67393,0,4,1,1,11,1
g67394,4,0,0,1,2,1
g67395,0,0,1,0,2.245,0
g67396,0.705,0,0,0,1.367,2.953
g67397,0,1.795,4.004,0,2.001,0
g67398,1,0,2,1,4,1
g67399,2,2,0,1,4.993,0
g674,1509.496,1154.612,1186.237,2082.002,4390.931,1008.413
g6740,17,7,7,89.833,44.458,7.951
g67400,0,0,0,1,1,0
g67401,0,0,0,1,1.542,1
g67402,0,0,0,0,0,1.767
g67403,0,0,0,0,0,1
g67404,1,2,0,0,0,0
g67405,0,0,2.135,0,2,1
g67406,1,0,0,1,1,1
g67407,0,0,0,0,1.007,0
g67408,0,0,0,0,0,1
g67409,0,1,2,0,2,0
g6741,151.791,78.635,100.223,133.215,417.986,64.067
g67410,0,1,1,0,5,0
g67411,1,0,0,1,0,2
g67412,0,0,0,2,0,0
g67413,1.576,0,0,3.105,5.154,0
g67414,10.6,2.356,2.255,9.887,4.895,3
g67415,1,0,0,5.659,18.395,4.207
g67416,0,0,0,0,2.962,0
g67417,3.144,0,0,2.993,3,2
g67418,0,0,0,1,1.019,1
g67419,0,2,1,2,4,0
g6742,906.334,819.005,653,1216.503,2370.979,681
g67420,1,0,0,0,4.145,0
g67421,1.01,0,0,0,2.105,0
g67422,0,0,0,2.182,2.25,1
g67423,0,1,0,0,1,0.999
g67424,2,0,2,1,4,0
g67425,0,2,0,1,7,0
g67426,1,1,0,0,5,2
g67427,1,0,1,2,3,1
g67428,0,1,0,0,2.691,0
g67429,0,0,0,1,0.881,0
g6743,64.429,67.678,87.189,124.638,229.78,60.262
g67430,0,0,0,3,1.008,0
g67431,0,0,0,1,4,0
g67432,2,0,1,2,1.887,0
g67433,0,1,0,0,5.985,2
g67434,1,1.041,1,2,1,0
g67435,1,0,4,4,0,0
g67436,0,0,0,0,0,0
g67437,0,0,0,3,2,1
g67438,2,0,0,2,0.991,1
g67439,2,0,2,1,0,0
g6744,8286.231,5833.718,6490.734,12038.469,19540.282,5697.248
g67440,0,1,0,1,2.003,0
g67441,0,1,0,0,1,0
g67442,2,0,0,0,1,0
g67443,1,0,0,0,0,0
g67444,0,0,0,1,2.999,0
g67445,0,0,1,0,2.997,0
g67446,0,0,0,0,0,0
g67447,2,0,0,0.993,0,0
g67448,0,0,0,0,0,0
g67449,0,0,0,0,1,0
g6745,1230.42,848,892.448,1386.239,3990.166,694.53
g67450,1.179,1.529,1.192,4.36,13.073,0
g67451,80.023,45.37,59.922,65.817,142.975,37.163
g67452,9.994,4,0.999,2,5.996,4.589
g67453,6.206,2,3.232,1,6.207,2
g67454,12,4,7,16.167,29.138,7.005
g67455,5.993,6.889,2,3.787,17.517,2
g67456,4,4,3,6.993,13,1
g67457,0,0,4,2.021,8.814,3.752
g67458,2.709,1,0,0,3,0
g67459,0,1.011,0.936,2.958,4.034,0
g6746,76.975,47.29,48.152,90.919,218.572,49.836
g67460,0,3,1,7,4,3
g67461,0,0,0,0,0,0
g67462,0,0,1.68,0.997,2,0
g67463,2,1,2,3.003,9,0
g67464,0,1,3,0,1,0
g67465,1,0,1,3,4,0
g67466,2,0,0,3,2.043,0
g67467,1,2,1,2,2,0
g67468,0,0,0,1,0,0
g67469,2,0,1.922,1.013,2,0
g6747,70.313,59.81,74.211,79.545,212.009,38.631
g67470,0,0,0,1.001,1,0
g67471,0,0,1,4,1,1
g67472,0,0,1,0,1,0
g67473,0,0,0,0,0,0
g67474,1,1.042,0,0,3.007,0.978
g67475,0,0,0,2,4,0
g67476,0,0,0,1,1.001,0
g67477,0,0,0,0,1,3.416
g67478,1.015,0,1,0,0,0
g67479,0,0,0,0,0,0
g6748,38,27,39.051,32,84.818,10
g67480,0,1,0,2,2,1
g67481,0,0,1,1,2.013,0
g67482,2,0,0,1,3,1
g67483,0,0,0,0,0,1.09
g67484,1,0,0,2.033,1.458,1
g67485,0,1,1,2,0.993,0
g67486,0,0,1,0,1.061,0
g67487,0,0,0,0,4,1
g67488,1,0,0,2,0,0
g67489,0,0,0,1,0,0
g6749,671.189,488.575,464.383,741.251,1871.066,434.151
g67490,2,0,1,0,1,0
g67491,1,0,1,0,1,1
g67492,0,0,2,1.343,3,1
g67493,1,0,0,1,1,1
g67494,0,1,0,0,2,0
g67495,1,0,1,0,1,0
g67496,0,0,1,0,3,0
g67497,0,0,2,0,0,0
g67498,0,0,1,0,2,0
g67499,0,0,0,0,0,0
g675,1023.898,742.589,854.844,1437.268,3620.219,801.919
g6750,363,246,292,465,895.285,217
g67500,33.372,29.199,35.485,48.683,94.232,20.037
g67501,68.374,49.473,43.055,81.384,135.636,35.533
g67502,0,0,1,0,2.657,1
g67503,11.225,7.056,2.136,12.744,36.039,6.526
g67504,1.011,5.532,3,1.002,2.748,3.363
g67506,9,11.025,2.079,5,11.002,3
g67507,2.005,2,2,6,6.812,2
g67508,6,2,3,2,12.96,0
g67509,0,0,0,1.001,1.035,1
g6751,271.434,221.356,194.252,307.142,849.989,175
g67510,2,2,4.115,4.103,8.501,0
g67511,1,3,1.998,2,8,0
g67512,0,1.021,0,1,4,1.027
g67513,3,0,0,1,1.797,0
g67514,0,0,0,0,0,0
g67515,3.505,1,1,1,12,0
g67516,0,0,2,1,2.001,0
g67517,0,0,1.018,0,0,0
g67518,0,1,0,1,2.83,0
g67519,2,1,3.034,1,5,0
g6752,88,54,47,140.29,162,59
g67520,1,0,1,3,2,0
g67521,0,0,0,0,0,0
g67522,1,0,3,2,1,0
g67523,3,0,4,1,3,1
g67524,0,0.972,0,1,6,0
g67525,2,0,0,0,5,1
g67526,1.009,0,2,1,1,0
g67527,1,0,0,1,7,1
g67528,3,1,1,1,5,1
g67529,0,0,0,0,3,0
g6753,0,0,0,0,0,1
g67530,0,0,0,0,1,0
g67531,1,0,0,3,0,1
g67532,0,0,0,0,2.021,0
g67533,1,0,0,0,0,0
g67534,2,0,1,0,1.968,0
g67535,0,0,1.006,1,1,1.002
g67536,0,1,0,2,5,0
g67537,1,1,1,0,0,1
g67538,1.006,0,0,1,3.001,0
g67539,2.091,0,0,1.041,1,1
g6754,0,0,0,0,0,0
g67540,0,0,1,0,3.004,0
g67541,1,0,0,0,0,0
g67542,0,0,0,0,1,0
g67543,0,0,1,0,4.865,0
g67544,0,0,0,0,1,0
g67545,1,0,0,2,2.691,0
g67546,0,0,0,0,0,0
g67547,0,1,0,1,3,0
g67548,0,0,1,0,2,0
g67549,2,2,0,2,1,0
g6755,676,572,493,994,1885.461,491
g67550,0,0,0,0,0,0
g67551,1,0,0,0,4,0
g67552,0,0,0,0,2,1
g67553,0,1,0,0,0,1
g67554,0,0,0,1,1,0
g67555,0,0,0,0,2,0
g67556,0,0,0,5,0,0
g67557,0,0,0,0,0,0
g67558,1,1.857,5.602,3.993,6.515,2.348
g67559,5,7,4.25,9,17.949,4
g6756,385.981,260,218.396,424.08,787.029,220.001
g67560,3.162,2.448,4.563,10.697,5.864,1.61
g67561,0,2.764,1.2,7.453,1.313,0
g67562,2.362,0,3.632,1.064,0,0
g67563,0,3.976,2.227,2.007,2.784,0
g67564,0,0,0,2,4.035,0
g67565,2,5,0,3,6.109,2.162
g67566,0,0,0,1.624,2.94,3
g67567,3,3,0,1,4,1
g67568,0.835,0,1,1.983,3.646,1.007
g67569,1,2,5,7,8.006,1
g6757,15.499,16.091,28.135,26.299,83.215,21.489
g67570,1,0,1,0,2,1
g67571,3.459,2,0,0,0,0
g67572,0,0,1,0,5.702,0
g67573,3,0,4,3,4,3
g67574,3,2,1,6,6,1
g67575,1,0,0,1,5,2
g67576,1,0,1.108,0,5,1
g67577,1,0,1,0,9,0
g67578,1,2,0,0,2,1
g67579,1,0,0,0,3.546,0
g6758,35,31,11,31.082,132.134,44
g67580,0,1,3,2,3.918,0
g67581,4,0,1,2,5,1
g67582,3,3,0,0,2,0
g67583,1,0,0,0,0,0
g67584,0.955,0,0,3,2,0
g67585,2,0,1.327,1,1,0
g67586,2,1,0,1,3,3
g67587,1.08,0,2.762,4.003,1,0
g67588,1,1,1,0,3,0
g67589,2,0,0,0,1.021,1
g6759,12,5,8,19,38,12
g67590,1,0,2,1,3,1
g67591,0,3,2,1,4,0
g67592,1,0,2,0,3,0
g67593,0,0,1,0,1,1
g67594,0,0,0,1,5,0
g67595,2,0,1,2,6,0
g67596,0,2.042,0,0,0,0
g67597,0.631,1,0,0,1,1
g67598,1.032,0,0,0,0.984,0
g67599,0,0,0,0,2,0
g676,5637.035,4284.14,3699.372,8156.955,13312.041,3577.605
g6760,17,10,0,0,0,0
g67600,0,0,1,0,1.119,0
g67601,2,0,0,1,0,0
g67602,1,1,0,1,0,1
g67603,1,0,0,1.576,0,0
g67604,1,0,0,1,2,0
g67605,3,1,0,0,2,0
g67606,0,0,0,2,2,2
g67607,0,1,0,0,3,2.237
g67608,0,1,2,1,2,0
g67609,1.41,1,1,0,0,0
g6761,35.265,22.456,26.83,27.527,162.697,39.904
g67610,0,0,1,0,2,0
g67611,22.681,20.253,20.037,72.206,86.909,30.993
g67612,8.273,3,10.733,12.008,35.418,2.893
g67613,0,0,0,2.936,10.607,0
g67614,6.651,4.002,3.526,4,5.449,2.727
g67615,4.407,2.511,4.176,1.235,7.506,1.884
g67616,0,0,1.011,2.625,1.492,0
g67617,4.249,6.748,0,0,8.879,0
g67618,2,2,2,5,9,3
g67619,2.325,1.86,1,1.965,10.543,1.999
g6762,23.003,11,20,19.998,22.536,9
g67620,0,0,0,0,1,0
g67621,2.007,2,0,4.143,6,1
g67622,2,3,2,2,5.983,0
g67623,0,1,1,0,1.118,0
g67624,1.006,0,0,1.003,2.013,1
g67625,4,2,2,5,2,3
g67626,2.086,1,0,0,4.628,1
g67627,0,1,0,0.907,2.989,0
g67628,4,1,1,0,4,0
g67629,2,3,0,2,7,1
g6763,112.004,109.658,126.81,266.613,530.595,125.062
g67630,0,0,0,0,0,0
g67631,0,0,0,0,1.001,1
g67632,1,0,1.136,0,1,3.735
g67633,0,0,2,0,2,0
g67634,1,1,0,3.001,1,0
g67635,0,0,0,1,0,0
g67636,0,1,1,3,1,1
g67637,1,0,1,1,5,0
g67638,0,0,0,1,2.042,0
g67639,0,0,0,0,8.118,1
g6764,30.01,22,17.016,39.001,63.442,10
g67640,0,0,0,1,5.004,1
g67641,0,0,0,0,0,0
g67642,2,0,0,3,3.997,0
g67643,1,1,0,1,2.867,0
g67644,0,1,0,0,0,0
g67645,1,2,0,0,0,1
g67646,0,0,0,0,3,0
g67647,0,0,0,0,0,0.999
g67648,0,0,0,0,0,0
g67649,1.132,0,0,0,1,1
g6765,16.352,13.99,20.108,30.078,65.23,24.091
g67650,3,0,0,0,1.057,0
g67651,0,0,0,0,0,0
g67652,1,0,0,0,1,0
g67653,4.127,1.189,1.968,6.805,8.411,1.47
g67654,3,1,4,1,6,1
g67655,3.009,4,3,4,22,0
g67656,0,0,2,3,9.924,1
g67657,5,1,4,8,5.957,2
g67658,2,7,1,3.502,10,7
g67659,0,4.012,0,1,7.967,1
g6766,12,13,27,34,49,13
g67660,1,2,2,1,13.994,1
g67661,0,0,0,0,1.001,1.001
g67662,0,0,2,3,1,1
g67663,3,0,2,1,5,0
g67664,3,3,2,2,5,0
g67665,0,0,0,0,0,1.377
g67666,0,0,2,1,5,1
g67667,0,2,0,0,0,0
g67668,0.962,0.834,0,0,6.986,0
g67669,0,2,0,0,3.002,1.181
g6767,560.176,349.412,365.998,583.147,1420.315,329.476
g67670,1,0,1,2.026,5,0
g67671,0,1.376,0,0,0,1
g67672,0,0,2,4,4,1
g67673,0,0,0,2,8.09,0
g67674,1,0,1,0,1,1
g67675,0,0,1.955,2,1,0
g67676,0,0,0,0,0,1
g67677,0,0,0,1.033,1,2.916
g67678,2,1.731,0,0,0,0
g67679,0,1,0,0,5.897,0
g6768,576.944,415.752,611.152,1163.545,2203.298,507.423
g67680,1,0,0,0,0,1
g67681,1,0,0,1,0,0
g67682,0,0,0,1,0,1
g67683,0,2,1,1,1,2
g67684,1,0,1.938,0,1,1
g67685,0,0,0,1,1.223,0
g67686,0,0.978,0,0,0,0
g67687,0,0.995,0,0,3.377,0
g67688,1.023,0,0,0,2,0
g67689,0,0,0,0,1,0
g6769,56438.133,33501.523,30566.111,44113.34,124662.823,29246.168
