gene_id,sample4,sample5,sample6,sample7,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20
g16645,3,1,5,4,5,7,3,1,14,2,2,4
g16646,0,2,0,2.138,1,2,6,7,9,2,1,4
g16647,0,2,2,4,0,4,8,2,3,5,4,4
g16648,580.44,378.164,620.006,582.013,385.461,701.923,429.697,295.004,1777.798,322.172,274.579,365.765
g16649,51.436,27.876,28.788,47.595,25.577,51.079,43.372,28.705,101.001,30.74,29.513,42.932
g1665,387.015,268.01,199.001,420.562,273.108,492.011,304,298,919.63,245.001,193,385.791
g16650,18.195,18.52,16.373,13.703,25.139,30.904,20.432,14.038,86.223,15.98,19.908,18.737
g16651,19.779,6.003,14.008,20.997,12.823,14.001,22.877,14.004,34.96,10,11,13.001
g16652,2,3,49.832,0,1,3,3,3.024,47.943,0,2.026,1.335
g16653,5.046,4,4,4,5,5.124,3,7,11,3,3,4
g16654,3,4,4,0,4,7,2,4,7,5,1,6
g16655,5,1,5,6,5,1,1,3,10.022,0,4,0
g16656,6,5,2,7,2,2,3,2,11.085,2,3.081,4
g16657,0,0,0,0,0,0,0,0,0,0,0,0
g16658,6.445,6.192,6,0,3,3,4,1,3.999,1,0,4
g16659,1,0,2,0,1,3,10,4,7,4,1,3.012
g1666,2805.088,2015.989,2366.292,2996.932,1948.865,3533.978,2420.409,1745.793,6188.798,1576.105,1756.323,2455.24
g16660,1,0,2,3.311,0,1,2,3,5,1,1,0.993
g16661,0,0,0,0,0,0,0,0,0,0,0,0
g16662,14.15,10.01,11.156,4.35,10.114,8.256,11.141,13.404,35.528,4.07,17.526,12.415
g16663,1.071,3.165,4.057,4.244,2.069,3.091,3.298,2.014,7.403,1.025,2.086,4.122
g16664,8.043,7.011,9.014,2.034,6.025,12.469,13.189,11.017,28.763,8.09,3.529,10.823
g16666,6.001,8.011,1.474,5,6.262,4.999,6,3,17.632,1.054,1.998,1
g16667,9.587,5.814,4,4,5.397,5,4,4,8,1,4,3
g16668,4,4,7,3,0,4,6,6,11,6,1,4
g16669,6,5,7,5,2,6,4,0,15,2,5,1
g1667,2260.87,1730.181,1893.186,2406.786,1793.283,3143.119,2355.017,1701.413,6542.912,1475.464,1514.737,2150.222
g16670,5,4,5,4,0,4,2,1,11,2,0,5
g16671,3,2,2,6,4,3,3,1,4,2,1,8
g16672,5,5,3,6,3,1,0,0,9,3,5,1
g16673,1,0,5,3,2,3,6,0,6,1,1,4
g16674,6,0,0,0,0,0,6,13,0,0,5,2
g16675,2,2,5,2,4,3,1,0,5,2,1,6
g16676,3,0,4,4,2,2.013,4,2.98,3.997,2,1,5.014
g16677,4,3,0,0,0,0,4,7,0,0,3,8
g16678,12400.268,6457.753,7296.806,8751.761,4033.402,5941.195,9981.712,4545.911,22112.812,3909.787,8495.063,7934.285
g16679,2474.261,2105.662,2180.157,2357.734,1825.539,2821.109,2500.598,1978.25,6763.753,1885.896,1566.421,2256.244
g1668,247,160.7,191.594,241.373,153.445,388.07,288.072,236.305,561.017,175.572,128.498,196.346
g16681,12.084,2.22,11.651,5.464,4.432,3.506,5.616,3.399,14.306,1.083,3.39,5.5
g16682,8.923,3.417,7.213,1.055,9.035,9.885,6.792,5.831,21.368,5.797,5.754,3.168
g16683,14,17,23,19,10,97.004,11,67,72.001,36,11,21.071
g16684,10.521,7.057,10,16.329,5,20.1,10.001,12.54,35.981,15.519,16,7
g16685,3,4,9,4,3,3,3,2,5,3,2,5
g16686,0,0,18.003,4,0,0,0,0,3,0,0,0
g16687,3,2,3,3,2,8,1,3,11,3,3,3
g16688,4,0,3,2,2,5,8,4,7,3.893,2,0
g16689,4.542,3.753,1.029,0,0,2,0,0,10.598,4,1,3
g1669,69.251,57.567,142.986,174.944,81.341,124.483,150.891,98.194,573.183,132.436,54.373,57.267
g16690,0,0,0,0,0,0,0,0,1,0,0,0
g16691,2,1.999,5.685,6,7.375,3.275,9.539,6,12.194,6,4.002,5.995
g16692,1519.421,1157.686,1477.358,1940.861,1011.614,1776.138,1062.414,1230.23,2541.93,860.862,811.833,1301.556
g16693,36.629,35.552,33.87,40.504,28.704,43.38,27.546,32.848,80.074,13.454,17.895,21.284
g16694,4.077,4.401,0,4.42,1.039,6.436,4.394,2.394,4.33,4.276,2.11,4.319
g16695,3.227,4.671,2.025,3.028,2.032,6.434,3.425,0,8.275,8.024,5.58,4.392
g16696,16,4,17,4,8,12,7,9,11,2,5,5
g16697,1,3,5,6,4,3,6,2,25.008,4,1,0
g16698,9,1,8,2,1,2.001,4,3,14,1,3,3
g16699,4.001,0,4,1,3,6,6,4,9.935,2,1,1
g167,2489.757,1695.151,2132.181,2533.86,1842.532,3136.184,2424.879,1759.285,7555.832,1651.85,1643.878,2286.746
g1670,5833.43,4706.027,5189.893,6259.554,4361.706,8313.342,5919.921,4215.936,19873.246,3837.221,4414.292,6275.284
g16700,1,2.148,1,3,1,4,3,1,4,4,4,3
g16701,0,0,1.853,3,1,0,2,0,4.63,0,3,3
g16702,7605.085,5306.961,8234.857,9345.2,5767.247,11113.757,7110.625,5576.379,15927.868,5403.143,4903.507,7205.063
g16703,85.026,52.475,61.976,100.391,48.388,61.101,47.025,64.084,213.333,52.917,46.585,82.146
g16704,94.378,88.768,47.818,28.1,40.129,51.159,33.015,19.325,123.769,28.432,31.515,68.524
g16705,11.779,0,19.71,4.407,7.995,10.219,7.361,4.202,12.385,0,0,0
g16706,20.571,10.185,12.444,36.293,15.272,22.742,19.125,20.555,42.63,8.643,21.617,38.839
g16707,49.095,18.249,40.37,36.041,23.042,35.799,26.575,16.198,66.677,23.804,13.853,23.559
g16708,64.002,42.001,33.851,52.002,38.005,59.106,69.979,50.737,164.918,41.003,42,52.003
g1671,795.175,568.06,890.692,716.872,584.078,784.378,693.758,499.308,2316.908,578.772,383.893,621.992
g16710,1.034,4,2,2,4.982,1,2,4,4,5,3,4.997
g16711,1,1,3,4,2,3,4.22,5.26,9.237,2,2,3
g16712,42.053,36.56,0,1.402,0,14.313,35.267,24.757,0,0,0,8.458
g16713,374.349,219.662,322.778,361.736,222.668,362.116,295.828,235.417,1178.371,253.308,243.86,353.231
g16714,217.88,153.667,145.085,218.504,160.94,299.058,199.98,140.695,565.939,120.217,124.856,150.614
g16715,155.251,235.319,135,309.438,164.365,315.256,129.706,154.109,471.64,106.486,150.871,278.936
g16716,41.137,62.516,32.112,38.486,73.859,150.172,64.724,51.994,132.633,36.763,14.795,68.97
g16717,27.242,31.93,34.759,37.128,34.885,54.881,35.319,22.495,134.195,21.167,23.984,37.623
g16718,24.705,44.168,55.479,35,31.022,39.172,50.622,24.915,178.451,36.293,23.948,31.372
g16719,0,2,3,0,0,0,0,0,2,0,0,199
g1672,2161.858,2448.259,1931.445,3068.178,1865.731,3966.403,2134.487,1915.091,6678.491,1994.475,1756.195,2720.593
g16720,4,4.83,8,4,6,8.029,8,12.36,19.256,3,4,9.101
g16721,9,3,10,5.008,7.144,6,7,2,21,8,6.17,5
g16722,7,6,0,0,0,0,5,8,0,0,4,7
g16723,2.931,2,0,5,3,0,2,5,11,5,2,2
g16724,3,7,3,2,4,3,2,1,5,5,2,1
g16725,2,1,3,0,3.347,4,5,2,7,1,2,5.049
g16726,4,3,4,4,2,0,1,2,5,1,2,1
g16727,5,1,3,4,1.094,3.448,3,3.009,10.007,3,2,2.1
g16728,117.119,83.557,75.086,86.005,54.14,100.487,121.146,91.081,243.957,70.905,74.439,128.182
g16729,94.819,50.076,104.809,65.202,64.304,115.821,124.741,59.089,369.686,49.449,98.557,88.636
g1673,1339.442,828.677,746.969,1203.064,767.343,1138.729,1010.163,907.613,3444.622,901.501,660.281,1422.722
g16730,34.774,41.014,40.717,57.589,32.857,33.771,61.258,23.038,211.366,39.752,27.901,30.761
g16731,89,52,74,71,51,60,72,59,253.895,71,70,91
g16732,5,5,1.766,12,5,5,5,7,23.002,10.003,5,7
g16733,24.002,22.031,20.038,17.259,16.841,22.807,17.541,22.039,75.269,10,16.321,20.04
g16734,27.642,5.519,35.024,12.462,11.878,19.423,12.764,6.976,25.844,13.871,6.847,11.969
g16735,8.047,3,9.35,4.003,3,0,4.001,2,15.027,0,5.021,3.011
g16736,4,4,2,3,3,6,5,5.245,11,2,4,6.001
g16737,0,0,0,0,50,25,0,0,0,0,0,0
g16738,2,2,5,4,2,2,4,2,5,5,1,3
g16739,4.002,2.073,1,0,2.338,1,5,2,8,2,4,5
g1674,1180.111,806.912,919.628,1258.853,909.94,1521.776,1191.148,721.722,3268.704,733.638,795.253,1151.067
g16740,2,0,1,1,4,6,6,3,6,2,1,2
g16741,1.731,1.378,12.502,0,1.358,3.993,5.824,4.715,13.33,1.391,3.597,5.547
g16742,60.507,47.567,61.155,50.56,53.299,59.135,56.988,44.238,179.342,34.034,25.677,49.565
g16743,28.179,25.932,25.983,22.356,31.125,39.754,26.456,8.664,91.094,20.736,13.027,23.377
g16744,18.847,7.423,4.919,12.072,5.659,3.457,12.303,4.3,19.211,0,0,6.073
g16745,0,0,0,2.026,0,0,1232.037,0,0,0,0,0
g16746,3,1,0,1,0,0,0,1,0,0,0,0
g16747,11,2,4,4,4,3,6,8,25.032,2,5,2.002
g16748,19,2,0,0,0,0,1,13,0,0,6,13
g16749,10.879,2.066,4.062,5.014,2.04,0,8,5.06,8.063,4.341,3.133,1
g1675,578,485.07,506.665,662.731,405.014,808.522,608.022,499.988,1850.001,418.001,353,579.981
g16750,0,2,3,3,1,3,7,3,8,0,2,5
g16751,0,0,0,0,0,0,0,0,0,0,0,0
g16752,1,1,8,1,6,1,3,3,12,2,1,3
g16753,5,4,0,0,0,0,7.998,17.62,0,0,3,5
g16754,4,2,1,2,1,5,2,3,2,3,0,3
g16755,5143.366,3531.161,5302.203,6164.302,4001.631,7355.682,4498.156,3535.487,12328.58,3402.216,3220.692,4293.964
g16756,0,0,0,0,0,0,0,0,0,0,0,0
g16757,5.463,2.331,2.44,3.483,1.08,7.379,2.307,2.192,8.805,0,2.274,7.668
g16758,0,3.447,0,11.009,0,6.389,0,9.958,17.55,0,2.064,0
g16759,26,18.139,16,29,13,27,25.138,19,37,18,20,33
g1676,5349.611,3894.832,4412.113,5670.178,3695.801,6116.098,5313.35,4384.283,14960.012,3255.292,3073.44,4355.601
g16760,11.84,3.195,8.234,11.073,8.561,20.014,5.074,6.833,28.347,11.297,3.034,11.569
g16761,8.763,10.104,6.047,13,6,9.111,2.002,2,24.011,9.092,2.028,3
g16762,12.062,5.817,2.234,1.042,3.396,3.653,2.98,1.114,24.203,2.069,5.807,1.166
g16763,3,6,4,7,1,2,4,3,6,2,4,2
g16764,5,4,0,0,0,0,11,11,0,0,4,9
g16765,2,5,0,3.459,1,0,1,2,9,0,1,3
g16766,1,3,0,2,1,3,8,2,1,4,5,4
g16767,2,1,8,5,0,6,3,0,3,4,3,4
g16768,1.051,2,1,2,3,2.012,4,4,7.008,2,2,3
g16769,2,1,2,1,3,4,5,4,13,1,2,4.626
g1677,1190.814,905.897,1066.565,1581.952,944.209,1467.933,946.622,756.615,3298.317,716.926,600.463,1036.931
g16770,10.874,6.741,4.361,2.8,2.807,8.386,5.755,5.908,15.471,5.984,13.239,8.45
g16771,459.688,371.677,562.386,479.854,379.617,602.65,418.589,317.12,1281.165,284.384,313.795,489.022
g16773,6,7.112,12.996,6,5,11,13.568,12,26,4,3,9.222
g16774,19.093,0,0,0,0,0,10,13,0,0,11,15.94
g16775,3.868,1,1.576,4.032,2,3.833,7,4,9.002,4,4.009,6.79
g16776,6,5,1,11.046,3,5.002,5,2,25,4.641,1,2
g16777,4,3,2,2.526,3.158,2,4.95,5,22.989,5,2,3.755
g16778,3,0,10,4,5,4,5,3,7,0,5,3
g16779,6,2,4,3.298,1,3.893,6,2.156,8.052,1.115,5,6.819
g1678,1244.009,839.022,1138,1169.001,743.995,1503.006,1194,827,2843.04,805.999,839.629,1281.009
g16780,0,3,0,0,0,0,0,0,0,0,0,5
g16781,4.574,0,28.273,40.052,19.361,39.685,9.347,0,18.012,32.158,31.343,41.173
g16782,1.326,4.213,0,1.287,6.002,10.089,4.507,4.677,7.018,1.231,2.938,5.79
g16783,374.047,394.375,280.119,285.765,287.643,593.018,480.79,384.082,1329.308,343.775,389.43,630.21
g16784,229.169,243.771,255.729,365.942,264.489,370.603,216.17,134.317,948.93,263.801,156.047,379.633
g16785,4.649,3.546,0,2.101,5.346,4.408,1.043,2.123,4.358,1.007,1.04,5.336
g16786,241,164,338,283,148,220,206,152,530,137,162,207
g16787,134.011,107.009,91.962,143.856,82.01,134.841,103.535,69.039,395.363,78.988,87.057,104.625
g16788,9,10,6.409,13.999,5,11,12,6,21.999,5,3,11.988
g16789,19.087,9.913,15.916,21.515,6,13.8,15.091,7.366,32.961,17,11.219,15.987
g1679,5109.734,3973.533,2820.236,5429.73,4098.181,6470.227,3382.767,2106.84,13466.755,3747.423,2885.317,4744.744
g16790,30.003,14.033,37.001,31.061,19,33,23.007,8.683,79.001,17,15,12.001
g16791,14.996,9.072,11.487,11.997,3,3,13.439,9.83,32.455,6.849,2,1.003
g16792,3,3,4,6,7,12,0,4,19,5,2,2
g16793,6,4,4,6,4,5,4,4.007,9,4,2,10
g16794,0,2.001,5,7.298,1,10,3,0,7.038,1.001,4,4.143
g16795,6.602,3.997,0,1,1,4,1,2,17,5.026,1,2
g16796,0,0,1,3,2,0,0,0,2,1,0,0
g16797,3,1,2.28,4.496,2,1,1,1,9.764,4.603,3,3.009
g16798,4,2,3,0,2,2,4,1,12,4,1,7
g16799,5,3,2,2,0,0,4.903,7,6,3,2,4
g168,2277.256,1771.796,2328.824,2823.042,1899.664,3087,2263.079,1603,7088.92,1558,1491.461,1967
g1680,2573.822,2011.323,2227.363,2748.655,2267.118,3745.448,1800.569,1640.932,6825.297,1554.332,1961.186,3016.361
g16800,6.999,2,0,0,0,0,1.064,2.586,0,0,2,10.319
g16801,20.189,3.999,14,12,13.777,10,6,6.603,22.909,7,2,10
g16802,3.997,7.999,5,7.411,2.994,11.06,7.132,4.969,18.891,7,4,6.488
g16803,133.654,86.858,75.377,97.968,89.542,128.405,112.027,98.726,348.084,67.446,52.149,105.697
g16804,141.682,95.167,77.596,107.492,62.235,92.444,102.685,106.846,220.749,81.797,59.31,87.211
g16805,85.192,60.783,86.76,83.7,55.949,102.55,89.506,44.321,268.5,47.877,66.213,83.93
g16806,58,42,41.019,69.8,38.208,58.188,48.021,36.058,176.902,41,23.712,36.38
g16807,8.51,14.194,7.195,3.41,7.696,14.338,5.215,5.418,42.228,15.579,14.888,16.152
g16808,35.432,27,34,24.699,18,43.538,22.03,21.032,117.079,12.001,24.21,33
g16809,14.513,8.72,9.9,18.407,17.833,15.838,1.361,9.009,22.96,11.912,2.752,11.097
g1681,34,38,32,48,35,73,44,37.056,155,42,39,48
g16810,21.613,18.561,20.216,23.542,17.241,34.253,23.348,20.013,50.442,15.67,11.718,22.093
g16811,0,1,71.121,89.628,2,0,1,1,139.071,25.049,1,1
g16812,6.118,3.793,5.337,10.053,11.154,9.16,11.053,5.964,15.666,4.431,4.087,3.6
g16813,10,8.791,11.332,8.164,3,6.261,11.133,8.371,23.834,6.603,4.195,4
g16814,0,0,3.628,4.635,0,10.193,0,0,8.339,0,3.308,0
g16815,10.013,3.003,14.226,12.744,6.003,14.23,11.023,5,25.439,10.068,5.007,11.027
g16816,12,8,6,6,6,11,11.022,7,27.73,6,11,7.887
g16817,6.024,8.02,9,12.007,2.002,4.881,8,10.036,21.005,6.047,2,4
g16818,7,4,6,4,4,3,2,4,3,3,5,1
g16819,4.003,3,6,4,3.989,4.99,3.485,2.003,2.008,1,3,2.017
g1682,2968.709,1977.308,2713.385,2852.877,1982.792,3757.677,2928.632,2088.162,7473.827,1964.291,1828.938,2811.101
g16820,7,0,0,0,0,0,3.01,18,0,0,3,0
g16821,3,2,4,1,3,5,1,4,5,3,0,2
g16822,2,1,0,3,4,6,0,0,6.264,5,3,6.001
g16823,0,1,1,4,0,4,3,7,6,4,3,6
g16824,0,0,0,0,0,0,0,5.673,0,0,0,0
g16825,5,4,4,2,1,2,7,2,9,4,1,4
g16826,0,4,2,4,4,3,1,2,9,2,0,2
g16827,179.3,77.578,177.539,201.345,97.891,174.846,184.804,115.875,653.426,118.424,125.235,164.458
g16828,5.801,5.803,4.778,1.346,4.337,5.865,2.374,1.104,6.934,3.973,2.308,6.595
g16829,74.377,68.514,68.681,104.404,53.571,135.318,84.308,63.915,261.475,68.042,48.466,95.93
g1683,1032.344,758.211,1030.815,1278.076,739.973,1115.208,1089.83,783.549,2649.776,733.312,694.901,898.058
g16830,252.516,182.079,226.823,203.794,174.318,323.97,281.616,173.035,785.481,169.147,199.175,234.752
g16831,2.116,4.312,0,5.353,3.386,4.445,3.282,4.243,7.286,0,9.433,9.465
g16832,2.008,1.003,6.043,10.153,6.041,18.105,3.012,5.027,21.641,6.043,6.038,5.032
g16833,18.363,12.647,14.148,14.751,8.326,31.802,16.695,1.563,44.07,14.041,14.173,13.433
g16834,10,11,0,3,0,0,10,19,0,0,4,7
g16835,2,2,4,7.01,2,6,3,1.053,7,1,1,0
g16836,5,2,3,2,2,7,1,5,8,0,3,2
g16837,0,0,25.322,0,0,0,0,0,0,0,0,0
g16838,0,1,1,2,0,2,6,3,6,2,1,1
g16839,120.687,81.16,119.193,119.065,128.502,253.039,74.971,77.426,231.196,87.625,57.931,85.108
g1684,3963.235,3791.203,3482,6167.319,2962.832,5060.095,3225.185,3429.948,16028.833,4179.373,2486.332,4005.368
g16840,6,3,5,11,5,9,5,5,12,5,2,5
g16841,7.768,5.376,7.662,9.16,8.469,14.495,3.513,9.243,29.688,10.224,12.124,18.027
g16842,9.095,13.285,8.174,0,0,16.836,11.477,0,25.913,0,6.043,4.327
g16843,13.486,4.751,8.348,10.351,9.677,5.961,9.882,7.396,25.917,0,7.938,18.665
g16844,5,2,4.024,9,5,8,0,4.01,9.026,6,1.023,3
g16845,6,4,0,0,0,0,4,13,0,0,6,15
g16846,2,0,4,3.004,1,6,0,2,9.683,1.183,5,3
g16847,0,0,0,0,0,1,0,0,0,0,0,0
g16848,8,1,5,9,2,3,1,0,8,6,1,0
g16849,3,3,5,1,0,0,3,0,14,2,1,5
g1685,1009.003,657.163,820,919.049,571.003,825,940,792,2649,682,570,815
g16850,1,1,5,5.013,3,4,3,3,11,0.994,0,1
g16851,187.302,147.88,191.242,176.248,136.473,263.577,247.642,147.812,587.257,115.389,162.373,206.5
g16852,8.664,2.124,4.216,3.299,1.112,6.824,1.94,7.743,8.197,2.221,2.211,4.372
g16853,4.186,0,1.802,3.964,0,10.288,0,8.133,11.402,0,6.913,1.611
g16854,41.82,28.153,32.576,46.722,26.507,67.537,29.88,42.289,64.984,32.793,26.259,58.601
g16855,4.138,6.853,5.94,0,2.814,4.287,0,0,2.25,0,0,10.167
g16856,25.374,18.003,14.05,23.386,14.009,11.001,18.779,9.998,32.454,5.349,10.084,11.834
g16857,6.578,12.026,6.651,9.898,4.262,6.123,6.555,12.722,18.974,4.617,4.166,5.197
g16858,16,26,21,16,23,15,13,14,38,14,14,6
g16859,20.131,13.079,13.494,9,7.035,9.007,13.411,4.043,37.491,7,7,9.072
g1686,353.688,240.039,178.654,347.907,189.984,368.665,259.001,271.408,730.924,226.35,157.261,320.09
g16860,0,0,0,0,0,0,0,0,0,0,0,0
g16861,6,3.567,0,0,0,0,0,5,0,0,2,0
g16862,2.635,1,4,0,4.002,2,4,6,9.001,1,3,2.001
g16863,1,2,4,2,0,8.398,1.024,2,15,2,3,2
g16864,4,3,0,0,0,0,2,16,0,0,4,4
g16865,2469.018,2360,1912,2673.983,1679.565,2989,2060,2052.999,5242.817,2079,1501,2651
g16866,683.459,2519.313,1049.148,2600.24,1464.841,3918.157,1009.794,945.362,2480.799,1642.905,904.741,3899.63
g16867,192.059,153.08,233.137,245.581,109.517,205.393,155.026,125.569,499.664,220.336,143.09,154.661
g16868,0,0,4.238,6.034,3.266,1.658,1.886,2.081,0,2.346,0,0
g16869,257.558,182.072,306.022,279.104,139.945,218.246,144.422,81.572,595.398,115.467,134.064,175.714
g1687,771.208,598.127,783.078,1015.729,586.356,925.216,627.967,581.849,2562.298,623.477,450.135,678.745
g16870,2.292,3.687,1.339,1.358,2.782,4.491,0,1.292,4.245,0,1.378,0
g16871,0,0,0,0,0,0,0,0,0,0,0,0
g16872,1.011,2.045,3.055,4.058,2.038,1.007,7.512,4.087,10.816,3.051,0,1.011
g16873,0,0,0,0,0,0,0,0,0,0,0,0
g16874,44.24,38.999,36.133,29.326,31.286,36.116,28.142,19.941,68.794,21.022,18.021,16.876
g16875,40.095,18.584,10.071,43.697,23.583,16.686,29.17,13.517,67.091,25.752,27.123,38.361
g16876,20.001,16.05,15.551,22.032,12,14.583,16,14.327,51.873,12.216,20.15,16.328
g16877,56.764,48.89,57.035,56.06,47.502,169.591,59.648,46.708,195.538,47.949,32.053,49.68
g16878,8.025,8.904,9.376,15.02,8.489,19.937,14.002,15.403,28.21,15,5.125,10.252
g16879,8.823,3.359,0,27.777,0,0,2.304,3.969,70.868,38.207,2,4.715
g1688,12,21,23,35,21,100,29,163,103,66,24,68
g16880,6.91,5,3,2,8,5.325,3,0,13.272,2,3,3
g16881,7,6,6.08,9.996,1,3.522,7,2,12.982,1.996,5.049,3
g16882,3,1,6.042,7,4,6,2,1,8.21,2,1,8.995
g16883,11,8,6,7,4,7,9,2,9,0,1,4
g16884,4,0,0,0,0,0,10.002,23.825,0,0,6,5
g16885,7.594,2.154,8.88,7.67,7.731,8.796,6.772,2.224,17.948,2.159,5.46,4.457
g16887,26.148,0,6.856,2.067,2.481,12.983,6.705,0,27.705,0,0,8.363
g16888,20.578,17.916,28.577,20.852,24.529,29.943,29.37,28.868,66.415,18.587,17.027,16.891
g16889,1.419,0,1.726,1.708,4.498,3.865,1.787,0,10.258,0,4.527,0
g1689,1135.505,1080.026,1128.882,1613.463,1212.278,1781.915,1182.805,821.58,4188.851,949.538,858.267,1185.6
g16890,161.366,86.936,158.775,120.14,126.877,121.544,119.502,53.575,390.238,78.492,48.096,77.718
g16891,3.785,1.798,2.247,5.991,4.457,3.328,1,3.136,8.721,4,2,2
g16892,15.002,12,10.009,19.005,24.001,26.12,13,15.001,73.001,11,12,15
g16893,6.016,2.616,5.95,8.296,14.38,10.439,11.57,3.008,22.191,0,5.254,0
g16894,5,6,10.029,9,7,8,8,4,12,4.738,6,4
g16895,3,2,4,2,1,7,1,4,16,3,2,6
g16896,5.998,8.001,2,3.795,1,3,4.933,3,10,0,3,2.005
g16897,1,4,6,2,6,4,5,3,11,2,2,6
g16898,1,6,1,6,2,5,2,5,2.902,2,3,8.188
g16899,4,1,5.959,2,0,3,5,2,9.976,3,1,2
g169,4,1,0,0,83,378,2329.032,138,3575,781,0,1
g1690,162.691,104.751,128.957,93.363,89.619,135.054,144.57,113.999,266.639,79.328,68.141,114.739
g16900,3,0,0,0,0,5,0,0,0,3.999,0,1
g16901,2,2,1,2.01,3,3,2,0,8,3,3,3
g16902,1321.162,839.105,1386.062,1414.67,888.286,1497.637,978.663,1132.001,3697.515,774.737,815.35,1100.818
g16903,249.405,232.72,120.098,318.196,128.407,341.069,228.213,160.571,1146.621,143.567,184.886,357.735
g16904,4.087,6.959,11.493,12.528,5.245,6.368,6.685,1.386,13.255,0,3.249,6.816
g16905,10.131,4.049,7.138,15.189,6.146,5.512,1.008,7.139,20.809,2.748,1.013,5.1
g16906,50.037,32.421,31.983,44.239,39.276,49.587,52.481,44.192,95.729,41.066,25.428,36.014
g16907,116.509,105.105,61.352,105.136,51.694,87.714,90.643,124.396,293.845,81.944,63.835,128.616
g16908,2.134,0,0,0,0,1.922,5.853,0,0,0,9.447,7.936
g16909,41.254,24.455,29.045,44.867,38.061,48.626,36.837,27.837,108.011,32.857,19.625,24.834
g1691,426.57,304.528,267.784,535.631,261.747,486.131,357.514,406.156,1122.354,336.799,224.8,453.097
g16910,48.121,52.213,51.265,83.613,66.243,95.291,43.776,59.002,153.167,37.005,24.016,48.42
g16911,27,88,10,31,19,174,36,186,92,111,17,185
g16912,6,7,0,1,0,0,16,28,0,0,10,10
g16913,5,3,6,2,4,2,1.003,3,24,7,3,4
g16914,1.017,2,1,5.308,2,1,7,7,11.259,2,2,3
g16915,4.029,2,2,5,2,4,2,2,7,0,2.999,2
g16916,4,4,2,3,2,3,3,2,7,4,1,2
g16917,2,2,5,1,1,4,4,4,5,1,1,5
g16918,142.841,115.596,116.904,205.726,101.277,122.726,92.318,51.579,361.944,92.929,94.403,142.411
g16919,21.93,26.057,28.078,21.726,26.174,37.269,33.941,27.291,65.779,5.893,10.364,20.973
g1692,1437.164,1063.902,1545.367,1436.92,1201.905,1812.279,1393.364,1052.75,4539.59,1123.229,885.201,1221.971
g16920,19.848,5.696,8.498,2.297,14.824,20.461,18.503,3.889,49.813,12.132,15.784,14.331
g16921,17.377,0,1.287,2.617,1.888,6.006,1.24,2.452,11.881,9.593,0,2.781
g16922,19.662,23.419,23.699,38.719,25.896,37.229,25.287,10.571,126.603,27.548,15.585,17.56
g16923,0,0,0,0,0,0,0,0,0,0,0,0
g16924,29.084,9.519,28.888,23.195,14.245,27.9,25.683,16.308,95.809,19.834,8.878,16.619
g16925,2.091,0,0,1.643,0,0,0,0,1.517,1.627,2.008,0
g16926,5.934,0,7.348,3.372,0,1.88,12.465,4.763,12.755,4.659,0,5.694
g16927,13.987,11.049,11.147,11.052,11.628,13.865,16.156,11.524,44.023,6.224,7.321,8.112
g16928,4,5,10,9,9.041,11,20,5,21,2.006,28,5
g16929,6,8.668,6,10,7,10.004,8,6,28.82,5,3,5.025
g1693,2706.014,1824.191,2572.046,3187.998,1786.453,4165.412,3029,1954.643,9505.09,1692.94,2446.161,3044.952
g16930,3.004,2.292,6,5,2.004,7,17.001,4,19.959,7.065,6,1
g16931,2,3,2,2,4,7.081,6,5,13,3.006,4,11
g16932,1,2,7.037,2,3,5,2,7,6.014,3,0,4
g16934,7.561,1.16,4.071,11.342,2.742,0,0,1.193,29.164,1.181,8.742,9.345
g16935,988.689,747.565,743.752,1017.978,650.782,1075.299,911.764,705.949,2922.655,687.113,548.728,842.565
g16936,352.86,252.018,271.145,357.288,301.135,340.736,261.288,141.774,918.573,194.791,197.274,404.897
g16937,182.085,122.568,248.473,266.746,199.792,279.734,192.457,115.967,908.99,159.864,197.831,226.614
g16938,120.505,142.071,50.963,79.358,102.08,90.204,44.045,55.33,505.486,73.061,40.398,83.532
g16939,11.884,7.084,15.18,14.079,10.973,13.958,37.073,14.181,62.753,4.602,13.343,11.449
g1694,99.21,108,82,181,87,129.271,93,86.001,342,98.065,80,127.999
g16940,7.451,9.543,3.941,8.149,8.083,2.704,10.535,11.595,21.714,3.71,3.934,8.301
g16941,78,53,0,8,0,0,57,104,0,0,310,104
g16942,47.621,50.756,52.669,69.611,42.361,99.534,49.144,75.144,246.179,53.836,47.03,66.282
g16943,38.01,27.266,18.627,35,22,92,28.839,28.691,65.143,30.84,15.041,32.669
g16944,16,30,4,18,17,49,44,21,70,25,20,24
g16945,4.513,4.317,2.149,2.571,4.641,7.753,2.4,3.334,2.458,3.063,14.365,6.942
g16946,7,4,6,4,9,18.398,24.874,11,36.099,4,10,8
g16947,7,10,9,11,7,9,10,10,26.02,4.721,3.649,6
g16948,4,8,5,15,2,13.995,8,8,32,5,4,16
g16949,13,3,8,3,2,4,10,3,15,5,1,2
g1695,594.245,472.329,565.978,796.857,515.909,884.112,545.411,509.327,1834.586,502.624,314.662,606.63
g16950,1.001,1,5.003,10.009,8,3.432,3,6,6.892,4,2,10.003
g16951,0,0,0,0,0,0,0,0,0,0,0,0
g16952,3,8,6.893,3,2,5,7,3,18.011,4,4.017,4
