gene_id,sample1,sample2,sample3,sample4,sample6,sample8,sample9,sample10,sample11,sample12,sample13,sample15,sample17,sample19
g1024,2341,2955.005,2989,2788.313,2296.002,2484.998,2654,2662.302,2101,2908.997,1698.97,2212.348,8488.886,1643
g10240,6,2,19,15,9.007,15,13,8,8,19,6,19,40,9
g10241,8,16,4,5,4,4.046,8,4,5,7,4,1,12,4
g10242,10380.429,11302.966,14149.908,11877.735,11943.463,12295.514,14229.267,14339.958,10450.207,14154.548,8849.205,10217.948,27221.607,7312.068
g10243,2.084,7.755,0,0,0,0,0,1.8,0,0,0,0,0,0
g10244,651.126,798.579,1139.489,794.35,912.101,1005.77,937.083,933.792,648.158,930.351,498.113,705.953,2060.123,515.609
g10245,0,0,6.935,1.397,0,15.087,10.307,46.894,12.228,13.676,2.622,17.21,40.759,13.808
g10246,365.276,426.093,484.218,384.818,413.772,411.838,424.398,412.876,366.079,466.092,240.914,375.628,1175.953,313.228
g10247,4,19.677,16,10.816,7,4,15,13.046,11,14,11,10,18,12.735
g10248,5.193,7,5,8,9.976,7.344,10,8,5.007,5.022,10,3.037,19.026,6
g10249,2,10,3,3.088,3,2,2,4,4,3,6,8,17,5
g1025,9682.329,10291.049,11918.387,8657.265,7413.057,8428.227,12580.067,8020.615,8825.052,11179.49,7301.296,9099.64,23300.843,6952.027
g10250,950.659,1125.676,1179.431,864.724,976.128,976.692,999.081,848.504,940.513,938.138,658.201,836.992,2994.011,547.432
g10251,101.758,122.959,174.287,158.681,187.648,177.743,153.798,186.75,149.796,222.83,104.902,158.435,511.41,123.778
g10252,206.997,228.392,199.438,325.289,174.293,293.768,183.646,250.255,186.916,223.963,157.343,200.814,742.476,141.338
g10253,11.719,7,29.943,7,11.465,13.491,10.608,7,11,9,15,6.296,37.253,11
g10254,3,4,6,5.28,5,8,3,3,4,10.388,1,7.058,15.505,1
g10255,431.004,657,737.115,525.705,577.117,629.045,653.986,561.88,461.003,677.742,362.016,438.041,1326.681,399.764
g10256,8.135,11.072,9,11.115,11.017,10.002,19.859,18.022,4,15,6.346,5,21.075,4.051
g10257,233.619,263.195,272.442,253.822,245.887,257.759,263.945,226.703,272.909,299.675,200.232,206.357,734.87,190.073
g10258,60.742,69.042,87.841,85.882,90.988,60.269,90.742,47.404,66.26,101.603,51.44,73.63,118.756,52.737
g10259,876.353,1016,1129.389,896,945,877.36,901,798.999,745.03,1042.869,614.008,905,2278.067,650.001
g1026,691.999,924,956.953,755.975,664.31,851,906.951,677.595,716,866,518.848,774.797,2294.963,538.157
g10260,26.994,31.018,26.821,26.251,22.127,34.104,25.001,24.194,16,10,18.804,34.984,61.22,20.951
g10261,50,34,0,9,0,15,0,0,0,0,0,10,0,13
g10262,341.522,480.301,387.951,389.356,165.044,452.859,562.41,459.21,325.733,308.737,438.488,494.295,526.492,300.907
g10263,564.015,593.078,776,599.867,471,608.562,762.007,587.938,519,674.563,365.99,597.995,1289.823,374
g10264,14.463,23.641,92.21,59.664,30.211,44.746,62.477,63.989,29.314,103.594,16.118,39.012,122.217,20.466
g10265,51,50,51,62.323,33.987,53.999,44.842,38,44,62,28.995,46.386,122,46
g10266,9,8,22.996,17,16,25,27,22,18,14.477,10,16,44,9
g10267,12,18,11,16,12,9,6,10,11,12,4,4,20,4
g10268,13,7,6.102,11.017,10.011,7.031,4.037,2,7,6,13.002,6,29.638,5.011
g10269,9.658,12.533,16.405,5.563,24.737,13.367,9.608,7.116,14.114,12.197,4.017,2.699,14.828,3.963
g1027,7244.457,8421.62,9452.422,7044.631,6791.194,8433.983,9450.432,7245.842,5691.507,8509.235,5600.621,7071.695,22031.238,4864.066
g10270,15.66,12.4,16.875,7.285,13.973,22.464,13.997,12.613,16.267,11.568,17.727,16.553,65.035,7.625
g10271,30.202,38.323,40.234,44.264,35.24,53.297,53.749,53.522,37.335,36.376,18.729,38.573,88.953,31.087
g10272,27.261,24.991,19,19.344,30.03,37.236,32.036,17.064,27.018,22.086,21.958,25.126,76.309,15
g10273,7.002,13.071,9.116,9,8.153,10,12.084,7.096,6,7,10.036,10.07,32.832,3
g10274,7.191,3,5,9,3,7,4,6,4,7,3,5,6,2
g10275,3085.74,4155.006,3019.032,1631.293,1100.817,230.076,1329.435,1500.303,2231.052,1788.666,1878.31,3135.622,3383.826,2753.528
g10276,547,582.999,682.381,481.983,646,591.893,609.987,601,482,775.775,459,554.996,1486.99,348.998
g10277,297.673,379.447,365.935,310.933,271.866,353.884,385.664,317.095,304.12,365.266,232.515,268.92,1291.358,211.168
g10278,13,4,47,23,23,36,35,16,18,22,13,11,54,10
g10279,8,10,13,6.01,5.056,3.005,5,10.029,6.029,6.002,12.004,9,18.097,9.017
g1028,2329.624,2352.518,3027.261,2262.413,2282.212,2643.623,2462.968,2275.819,2090.083,2737.775,1611.169,2244.582,7178.394,1567.587
g10280,60.213,64.535,30.985,62.015,56.031,73.171,59.306,47.003,58.491,79.009,50.012,50.007,202.365,33
g10281,16.159,11.011,19.068,17.514,11.956,12.266,17.173,11.459,15.439,19.545,15.422,12.804,44.314,6.871
g10282,36.125,40.309,75.001,46,57.278,96.227,112.439,56.447,42.014,49.407,17,60.825,115.323,45.344
g10283,47.277,47.707,35.042,73.001,26.009,36.108,22.144,41.325,41.01,34.542,39.773,35.869,180.499,28.302
g10284,183.216,230.651,325.488,410.49,219.986,340.775,275.787,278.571,254.079,425.64,231.352,315.681,1053.536,256.069
g10285,103,117,142,136.001,120,90.073,111,111.029,129.076,108,106,74,136,67
g10286,21,30,28,20,24,15,23,15,19,29,12,26,47,12
g10287,25,6,22,18,20,16,24,20,19,25,20,13,46,4
g10288,7.088,6,6,11,5,4,5,9.999,7,6,5,3,36.191,2
g10289,5,2,7,8.13,11,12,6.302,10,7,8,5,5,20,10
g1029,423,548.708,638.058,538,340,462,531.235,375,423,530.543,341,505,1477.734,317
g10290,11,3,7,6,6,8.978,4,4,11,19.082,5,5,12.158,4
g10291,13.136,92.219,209.978,332.023,256.581,273.7,253.242,279.743,34.907,212.896,144.621,301.789,782.359,125.504
g10292,13,21,19,24,15.049,16,7,11.021,10,17.026,14,9,45.042,14
g10293,0,0,0,0,0,0,0,0,0,0,0,0,2,8
g10294,10,5,9,6,10,10,13.992,3,13,6.168,4,5,29.202,6
g10295,36.129,38.048,36.79,44.304,23.681,21.872,30.305,27.881,22.69,38.638,28.663,30.757,79.292,19.047
g10296,84.089,57.42,85.205,77.139,78.102,58.182,172.501,41.853,86.427,89.784,73.56,77.909,215.286,36.446
g10297,114.466,154.989,228.994,163.004,101.723,229.034,190.835,133.112,137,166.777,83.332,119.144,413.638,94.019
g10298,26.019,51,45.68,29,35.064,31.023,37.008,21,36,38,25,41.083,87.013,41
g103,3124.817,3809.867,4832.547,3629.471,3090.342,4221.093,4436.96,3430.553,3120.487,3986.928,2687.715,3410.981,8388.965,2381.759
g1030,1573.195,2015,2210.949,1718,1494.001,1653.002,1904.503,1413.999,1297,1962,1302.004,1497.53,4066.866,1142.256
g10300,9,1,4,11,15,11,5,13,8,7,5,7,30,8
g10301,38,15.851,0,8,0,13,0,0,0,0,0,11,0,13
g10302,12,11,24,15,14,14,23,15,13,16,7,8,38,10
g10303,14,16,17,12,3,13,9,9,9,12,9,13,36,10
g10304,73.588,175.752,148.883,92.573,99.33,183.802,166.128,80.987,82.07,161.62,106.657,140.643,299.399,66.865
g10305,30.253,29.181,37.217,38.949,28.091,50.094,39.654,48.896,21,36.035,17.066,46.299,120.978,21.873
g10306,18.155,21,28.002,32,13.031,20,33.017,21,14.027,19,20,13,36.035,15
g10307,12,8,12,9,8,7,8,7,0,5,4,10,23.349,3
g10308,473.216,617.85,691.254,695.478,597.986,798.764,993.962,1003.557,642.951,798.233,385.848,683.297,1402.18,396.678
g10309,23.579,86.894,7,16.331,40.132,19.583,34.573,25.111,80.358,13.014,27.824,23.354,159.07,25.393
g1031,751.758,819.125,925.711,587.691,612.846,689.064,1015.364,672.992,562.833,763.46,496.595,624.822,2356.933,486.35
g10310,28.285,34.551,24.245,22,19.547,23.806,26.865,18.002,21.876,46.991,14.559,27.254,68.184,11.985
g10311,7,4,14,12,4,12,5,3,1.008,3,5,4,12,4
g10312,166.4,179.981,114.823,157.596,106.639,161.886,95.576,115.912,108.795,106.722,102.453,124.568,535.517,69.312
g10313,15.028,17.617,22.518,19.669,21.05,39.287,24.065,20.317,18.31,16.067,12.132,22.893,40.765,7.145
g10314,934.624,1027.996,1191.784,944.419,817.176,1191.072,1282.376,790.535,707.51,1083.221,609.451,890.01,2737.272,613.679
g10315,2.062,5.812,5.198,3.128,3.172,7.395,7.28,2.083,5.194,3.111,3.104,3.123,12.651,3.14
g10316,5,6,5,8,7,9,9,8,4,9,4,4,17,1
g10317,9,7,9,9,5,5,10,4,5,5,9,6,9,4
g10318,1140.286,1242.734,1428.906,991.389,826.095,1002.829,1196.556,961.919,813.893,1249.079,832.727,818.561,2921.407,677.923
g10319,580.512,890.747,613.072,517.936,532.519,707.757,620.28,563.489,580.536,710.385,546.682,401.463,1649.345,344.718
g1032,639.515,624.423,669.761,457.984,377,542.482,522.905,466.392,329.204,586.915,336.738,581.53,1525.446,317.406
g10320,32.233,53.45,33.929,37.572,30.269,39.744,31.233,44.324,23.791,55.744,40.717,32.477,74.361,23.942
g10321,127.997,121.92,93.76,86.475,83.618,99.385,104.586,114.541,93.856,68.3,91.063,83.757,314.25,65.224
g10322,72.095,47,84.864,59.128,33.085,49,60.324,41.994,60.928,42.773,47.637,46.197,215.372,32
g10323,11.472,7.01,10.604,23.029,28.802,16.775,16.018,31.226,3.001,7,4.006,5.01,20.03,4
g10324,15.014,13.019,13.016,14.012,29.047,20.02,18.043,25.049,11.013,24.029,12.012,9.01,64.129,13.033
g10325,7.948,8.029,20.348,17.714,20.106,12.4,19.119,10.061,7.976,24.931,11.45,14.396,68.15,13.581
g10326,28.333,25.225,21.001,21.203,11,30.163,18.077,13.01,8,12.007,26.956,22,51.027,7.066
g10327,7,6,20,5.001,9,22.51,12,7,14.878,8,9,13,27,9
g10328,22.637,24.55,22.521,22.538,11.46,28.078,17.121,29.519,15.86,27.911,19.369,17.476,58.643,10.751
g10329,0,4.865,9.043,13.619,1.741,28.669,8.037,2.011,4.12,0,1.761,4.731,61.787,0
g1033,1742.542,1912.337,2246.926,1888.995,1782.07,2076.077,2323.938,1707.862,1657.189,2370.434,1622.981,1975.001,6106.158,1263
g10330,160.737,204.702,211.255,184.257,129.946,165.772,180.499,136.868,120.04,185.531,121.027,158.305,549.656,116.185
g10331,197.46,173.232,228.516,161.798,140.795,129.134,159.641,198.741,150.449,139.497,123.664,172.8,402.452,99.668
g10332,10.84,6,12,11,14,14.081,14,13,8,14,10,4,43,9
g10333,39.086,50.945,61.896,88.126,64.352,76.422,72.024,72.844,46.956,93.845,60.362,56.258,191.4,47.744
g10334,1751,1893,2161.981,1823.878,1902.709,1699.998,2135.989,1667.209,1726.742,2234.527,1417.962,1799.667,3942.775,1209.971
g10335,75.609,73.455,109.996,129.457,90.179,94.779,106.118,97.202,85.431,115.927,75.805,80.026,314.356,72.992
g10336,21,31,21,13,19,17.187,24,14,12,18,19,14,62.096,12
g10337,9,7,7,13,7.951,8.636,12,4,5,4.026,10,4,23.468,3
g10338,15.232,35.2,0,18,0,9,0,0,0,0,0,9,0,11
g10339,303.751,370.414,479.274,379.111,314.151,391.472,405.124,313.395,362.462,578.387,265.31,370.23,1350.011,241.369
g1034,1471.27,1785.203,1992.863,1513.65,1400.718,1581.454,1755.036,1363.536,1277.669,1891.89,1210.258,1480.709,4616.933,1024.663
g10340,17.828,29.681,26.791,23.525,27.306,24.27,28.078,10.304,19.648,25.032,13.649,16.085,51.862,19.53
g10341,328.878,359.295,559.203,433.564,501.53,537.167,519.342,471.999,399.353,588.62,298.363,413.611,1567.432,286.547
g10342,324.243,365.705,384.338,336.231,224.892,273.086,342.749,289.891,255.67,359.876,203.238,284.999,961.812,196.457
g10343,98.365,127.964,214.244,93.289,56.482,45.217,92.219,58.593,92.136,68.052,47.042,72.133,294.223,70.004
g10344,56.204,69.022,90.215,91.101,58.561,70.743,65.02,69.656,66.828,54.019,55.289,77.204,176.2,41.789
g10345,21,26.9,45.148,38.179,23,39,40,26.001,23,28.999,17,33.998,93,26.003
g10346,18,14,57,34,17,26,25,19,27,24,24,17,69,18
g10347,6,9,9,11,5,3,8,10,6,9,6,6,10,6
g10348,219.05,233.43,352.004,358.155,268.773,286.301,282.053,361.937,296.797,408.003,201.766,283.706,910.099,195.512
g10349,62.2,36.432,39.832,28.405,15.533,19.914,31.604,25.985,20.364,40.988,23.574,21.157,80.843,19.818
g1035,917.123,1089.184,1232.047,801.467,798.209,999.459,1016.324,865.863,774.029,935.205,680.77,849.476,2474.556,589.652
g10350,192.032,203.002,276,262.001,263.071,270.064,322.998,255,216.002,330.981,181,268,737.538,183
g10351,0,0,0,0,1,3,2,2,2,1,317.387,0,0,0
g10352,28.025,21,52.072,30,31.008,24.019,41.028,32.67,29.703,55.232,37.3,27,113.879,11.086
g10353,57,91,1,37,1,26,0,0,0,0,0,48,0,33
g10354,13,22,23,28,15,16,23,20,20,13,17,15,30,7
g10355,9,7.93,10,8.001,12.001,14,8,12,7,7,5,10,24,2
g10356,4,6,3,9,6,13,5,4,3,9,8,11,19,4
g10357,10,7,5,3,2,5,5,9,11,6,4,1,17,8.218
g10358,10,8,8.014,15,4,4,5,4,9,5,4,7,7,3
g10359,6,5.998,5,14,6,4,5,2.229,4,6,6,8,23.094,2
g1036,304.999,313.005,395.013,256.683,269.006,354.014,316.004,251.163,245.152,279.008,192,256.06,819.064,203.004
g10360,11.425,9.163,8.725,8.031,10.363,16.91,12.032,9.318,6.517,5.614,5.503,5.513,19.684,6.347
g10361,735.612,876.643,961.484,703.197,634.845,743.515,805.233,628.762,588.329,810.551,535.215,635.848,2040.527,446.927
g10362,15.46,16.431,13.434,18.437,8.119,17.435,20.437,25.548,20.154,20.122,9.234,17.347,33.936,4.1
g10363,14,19,36,18,22,31,27,31,10,19,17,23,65,6
g10364,53,50,0,24,0,26,0,0,0,0,0,20,0,20
g10365,8,12.194,5.216,14.173,8.182,13,2.031,11,9.115,8,7,8.461,22.858,5
g10366,10,8,17,13,14,11,18.424,6,4,11,7,8,72.999,7
g10367,10.403,11,1,10.801,6.111,16.771,8.186,1,4,4.242,8.495,11,20.021,4.01
g10368,5.477,2.608,4,7,7,6,3,3,3,2,0,6.249,13,5
g10369,16.006,10.056,15.126,9.771,9.054,6.002,4.026,12.962,7.011,13.142,9,19.043,23.288,5.006
g1037,2323.006,2172.215,2784.755,2207.649,1707.51,2421.532,2778.641,1658.038,1842.962,2253.515,1466.551,2305.535,4780.318,1321.234
g10370,12,8,0,7.13,11,9.366,14.982,12,2.998,9,3.277,2,28,3
g10371,144.401,177.281,193.38,206.396,204.36,271.492,236.882,208.889,92.148,260.57,133.365,152.243,458.331,124.516
g10372,768.131,1056.012,1033.538,869.404,725.914,741.612,860.139,708.219,716.822,898.912,753.705,874.698,2651.747,568.386
g10373,129.077,118.168,82.447,70.784,37.3,65.263,80.025,56.874,38.653,94.207,90.508,69.091,243.119,56.085
g10374,244,285,515.974,314.081,288,292,343,308.99,289,392.815,216.002,346.987,825.075,200
g10375,10,7,14,13,18,19.145,9,11.067,6,18,4,15,53,8
g10376,21,28,0,20,0,15,0,0,0,0,0,21,0,18
g10377,14,16,0,16,0,8,0,0,0,0,0,15,0,8
g10378,75.964,97.731,91.205,68.628,56.684,77.775,75.372,74.907,43.985,100.515,39.178,68.651,159.699,47.697
g10379,19.668,16.767,49.492,15.05,17.016,35.308,31.23,18.017,7.862,25.625,15.17,27.975,17.433,3.975
g1038,141.43,171.1,295.612,178.674,166.52,201.548,193.138,135.958,149.593,176.668,153.695,148.047,279.515,123.076
g10380,67.33,76.819,108.744,97.286,57.268,88.833,96.681,68.338,67.669,90.241,54.961,71.669,192.033,48.777
g10381,40.829,32.738,17.382,7.414,14.988,12.831,14.095,19.666,39.622,17.22,16.668,7.294,38.884,15.485
g10382,1981.986,1926.771,2566.374,1928.238,1647.858,1853.225,2433.493,1625.548,1597.368,2702.674,1543.591,2120.026,6992.951,1427.514
g10383,732.553,786.094,985.217,658.626,529.96,657.801,835.177,605.631,503.88,730.05,461.429,728.334,1361.445,478.188
g10384,400.443,338.738,403.78,358.391,253.322,407.621,436.134,495.206,314.663,425.877,193.905,361.684,1213.003,186.957
g10385,26,23.053,30.084,28.301,23.79,19,37.513,27.019,27,37.968,15.151,22,73.026,9
g10386,2500.007,2623,2854.615,2362,2123.262,2029,2641.036,1796.486,2153.641,2758.013,1608,2637.627,5195.974,1868
g10388,163.988,193,243.585,167.328,155.843,144.948,176,155.992,136.253,212.107,114.471,181.906,418.974,114
g10389,147.527,108.908,229.916,190.778,205.576,235.427,227.774,210.126,172.934,223.411,128.379,205.054,629.012,112.898
g1039,5553.896,5271.725,4843.316,2978.585,3161.828,2367.002,5787.243,2274.366,2764.018,2428.531,1372.34,3015.807,4320.828,2407.685
g10390,10,8,15,23.445,19,23.791,19,37,14,14.003,13,10,80.02,10.18
g10391,16,20.002,17.961,7,9,14,16.267,6,14.27,17,13.001,23.131,38.932,8
g10392,19.462,14,13.354,12.455,6,14.269,10.739,10.087,1,8,12,11.136,36,9
g10393,7,9,12,5,10,4,14,11,0,5,10,4,34,2
g10394,8,7,6,3,3,13.088,7.431,8,0,11,8.019,2.997,15,0
g10395,7,5,3,4,2,6,2,7,0,6,5,10,25,3
g10396,105.94,124.935,139.914,114.101,90.381,107.294,108.294,68.553,70.055,92.555,71.474,76.515,209.63,61.162
g10397,22.651,18.822,18.632,107.37,47.306,16.736,58.109,33.086,5.439,10.359,20.377,13.315,52.76,7.787
g10398,33.806,72.706,86.091,94.716,45.801,58.824,51.298,46.77,32.131,53.128,52.664,58.445,155.653,69.978
g10399,26,41.256,41,50,78.245,47,56.854,39.004,43,29,37,56,105,25
g104,1727.791,2076.978,2310.845,2148.846,1630.279,2113.296,2406.763,1854.689,1580.935,2186.071,1385.776,1864.629,5534.058,1081.828
g1040,17707.569,23475.738,23240.963,17328.72,15238.193,19264.568,20332.588,16579.373,15484.93,17424.829,13889.966,16290.255,48808.716,11505.64
g10400,10,5,15.007,6,10,16,19,19.035,9,13,11,13,42,6
g10401,9,5,13,7,7,7,10,8,8,20.318,6,7.013,17.094,5
g10402,9.1,9.369,10.553,9.477,10.377,19.277,16.089,11.498,7.421,13.721,11.878,4.876,25.354,1.355
g10403,226.026,191.981,241.709,200.668,221.21,257.113,247.565,173.646,168.674,300.566,152.081,232.113,542.838,167.324
g10404,50.125,62.345,71.164,50.137,111.098,69.277,91.387,67.694,67.751,93.692,69.865,52.521,234.285,41.349
g10405,27.448,37.413,59.435,38.001,29.999,39.001,69.001,27.57,31.052,47,37,44.001,111.013,31.661
g10406,47,70.046,0,46,0,50,0,0,0,0,0,48,0,46
g10407,61.147,93.327,83.494,22.562,58.628,54.615,53.805,39.242,43.912,51.937,31.571,65.154,123.099,25.279
g10408,7,4,11,8,2,5,11,3,11,11,3,8,29.003,7
g10409,2,5,2.004,4,2,4,10,6,2,6,2,9,14,4
g1041,202.891,215.115,231.344,225.655,148.838,257.008,238.952,190.271,150.188,182.321,160.213,184.08,539.964,130.375
g10410,1439,1288,1529.931,1186.196,1233.974,1327,1540,1280.448,1042.04,1463,864,1061.171,3160,833
g10411,704.588,717.955,947.638,819.687,928.437,987.736,1316.781,896.954,700.878,1187.348,594.315,922.234,2928.637,548.45
g10412,8.007,4.007,4.003,9.006,10.042,7.187,5.996,8.999,4.111,3.927,4.01,6.005,15.092,7.008
g10413,44,35.372,69,72,63,93.991,79,60,57.638,86.122,49,69,239.998,26.986
g10414,14,10,7,7,5,4.848,9,8,9,15,6,4.055,21,4
g10415,7,3,8.004,4.298,13,10.109,12,15,11.004,7,10,7.001,18,6
g10416,13.188,11.244,17.354,25.687,13.206,28.516,23.267,11.038,9.055,24.216,15.596,13.577,51.419,7.072
g10417,16.294,16.746,33.793,45.211,27.652,41.3,38.501,33.894,19.378,42.038,14.459,26.306,58.837,18.856
g10418,101.208,77,104.751,93,88.594,77,109,76.002,86,80,47,76,136,61
g10419,16,22.034,28,29.703,11,44.709,34,19.226,25,21.225,30,44,57.12,9
g1042,1894.614,2315.374,2511.341,2033.089,1670.79,2034.786,2126.808,1896.827,1709.216,2254.712,1548.965,1543.467,5369.449,1283.051
g10420,61.455,85.885,96.382,109.956,58.108,83.531,85.962,55.26,49.344,44.89,40.567,71.674,220.249,75.297
g10421,6,6,10,9,14,12,7,5,6,8.001,3,10.001,28,5
g10422,7.001,9,9,9,8,13.149,6,6,3.572,5.718,5.995,4,21,3
g10423,7.285,3,7.002,11,7,5,11,10,7,13,3,12,16,5
g10424,1213.337,1350.005,1014.27,563.683,373.134,342.774,866.021,449.112,678.405,874.515,542.881,893.004,1859.791,683.295
g10425,9.701,16.561,5.368,8.017,3.119,16.506,8.375,25.35,3.552,6.742,3.454,3.008,27.211,4.831
g10426,34.353,64.537,70.538,25.398,22.258,26.425,62.066,31.364,19.291,47.397,18.227,26.76,64.909,35.468
g10427,131.869,131.564,159.767,126.864,110.961,144.891,171.833,139.465,129.059,167.244,108.742,127.783,463.842,101.409
g10428,135,201,250.001,161,180.881,190,169.32,195,148,215,127,165,580.002,92
g10429,143.989,174,180,174,153,141,140,143,145,133,143,79,163.973,95
g1043,7131.483,8538.12,9811.518,7271.804,5516.371,6625.757,8216.21,6413.954,5612.334,7937.729,5304.589,6939.227,21111.318,5631.889
g10430,86.285,141.172,136.288,109.417,113.139,103.755,130.6,111.338,123.227,163.464,72.761,75.536,382.613,78.588
g10431,5,10,5,10,3,16,15,14,18,17,5,8,34,7
g10432,22,15,16,18,17,18,17,24,9,25,15.005,20,46,10
g10433,11,9,9,7,7,7,2,3,3,5,7,8,24.976,3
g10434,6,4,2,4,3,8,6,6,3,3,13,13,11,3
g10435,2689.363,2356.598,3687.665,1727.701,1259.837,1077.06,1954.533,1351.305,2135.845,1644.149,1244.933,1391.001,3996.161,1396.627
g10436,133.223,127.047,155.336,75.071,108.846,153.555,116.691,90.834,84.708,109.22,87.149,92.514,300.27,54.849
g10437,157.622,243.194,265.892,191.929,248.001,237.603,237,226.972,149.392,266.567,136.592,181.247,479.386,111.583
g10438,10.994,8.6,8.842,13.503,5.384,7.221,8.157,10.973,4,5.297,2,4,20.961,4
g10439,22,31,0,17,0,13,0,0,0,0,0,14,0,9
g1044,4560.038,5259.655,5813.033,3990.976,3485.462,4210.143,5692.139,3113.504,4138.284,5787.169,3392.431,4272.329,13861.627,3527.482
g10440,47.103,69.38,73.791,57.314,53.448,82.429,53.721,61.18,44.934,58.68,35.268,49.049,132.306,32.182
g10441,7.42,1.288,12.474,5.804,7.996,14.639,14.667,7.078,4.481,10.008,3.136,5.849,17.374,1.291
g10442,348.083,533.522,554.368,430.371,299.043,416.715,490.181,337.958,378.408,485.058,303.985,435.348,962.48,318.74
g10443,47.451,230.612,252.918,51.469,231.691,52.999,59.002,293.868,240.445,62.955,179.708,163.554,109.954,36.621
g10444,5,7,9,7,2,8,8,6,11,12,10,20,29,8
g10445,1422.219,1623.388,1938.239,1477.905,1517.458,1658.104,1826.456,1489.135,1346.736,1854.706,1097.854,1404.874,3337.072,1054.033
g10446,10.519,4.58,19.549,7.794,24.038,14.355,21.784,20.589,2.388,13.387,9.492,13.771,37.015,3.424
g10447,96,74,120,140.889,98.074,112.448,93.004,85,84.001,146.019,68.145,133.05,318.238,63.582
g10448,31,54,70,62.985,54.999,39,88,66,52,56,51.959,75,196.819,24
g10449,65.332,59.622,41.148,47.951,28.849,52.52,35.875,37.214,46.117,38.164,32.422,42.353,107.973,26.031
g1045,499.646,567.458,700.552,540.284,471.828,575.628,631.038,434.245,469.349,677.223,393.818,524.621,1780.055,434.02
g10450,73.965,45.751,71.343,47.358,40.827,53.035,41.106,25.083,22.835,25.67,27.452,27.369,125.386,21.757
g10451,19,27.08,43.037,28,29.023,12.002,15,21.091,29,19,43.05,18.514,80.098,27
g10452,22,23,34,23,15.999,14,36,12,26,29.001,15,24,61,14.999
g10453,11,9,12,11,12,16,13,9,12,15,2,9,50,8
g10454,4,14,15,10,11,10,16,8,17.051,10,7,11,18,7
g10455,13,10,6,16,11,8,12,12.09,6,6,10,4,9,5
g10456,10,2,0,3,2,6,4,9,3,5,3,12,12,4
g10457,234.577,300.279,299.45,242.876,190.901,260.494,278.818,257.585,247.145,284.904,198.605,237.029,636.637,156.129
